name	address	city	area	averagePriceUnit	averagePrice	buildingTime	propertyFee	propertyCompany	developerName	roomAmount	buildingAmount	volumeRate	greeningRate
国顺路375弄	国顺路375弄	上海	杨浦	元/平	52924	1986年建	暂无信息	暂无信息	暂无信息	198户	9栋	0.0	20.0%
古北国际花园	黄金城道600弄	上海	长宁	元/平	94383	2006年建	暂无信息	暂无信息	暂无信息	756户	16栋	2.9	50.0%
殷行路590弄	殷行路590弄	上海	杨浦	元/平	42285	1990年建	暂无信息	暂无信息	暂无信息	288户	28栋	2.1	34.0%
梅林小区	翔殷路300弄2-36号,翔殷路280弄4-18号,翔殷路287弄1-3号	上海	杨浦	元/平	47500	1987年建	暂无信息	暂无信息	暂无信息	826户	36栋	90.0	49.0%
开鲁一村	开鲁一村	上海	杨浦	元/平	47823	1994年建	暂无信息	暂无信息	暂无信息	1392户	57栋	1.8	35.0%
安顺苑	鞍山路218弄	上海	杨浦	无	无	1998年建	暂无信息	暂无信息	暂无信息	54户	6栋	1.2	30.0%
克拉玛依大厦	长阳路1889号	上海	杨浦	元/平	62864	1999年建	暂无信息	暂无信息	暂无信息	61户	4栋	2.0	15.23%
延吉中路80弄	延吉中路80弄	上海	杨浦	无	无	1970年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
周家牌路147弄	周家牌路147弄	上海	杨浦	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
沧州路180弄	沧州路180弄	上海	杨浦	元/平	65289	1993年建	暂无信息	暂无信息	暂无信息	560户	27栋	1.8	35.0%
浣纱五村	浣纱五村	上海	杨浦	元/平	55355	1997年建	暂无信息	暂无信息	暂无信息	746户	20栋	1.8	35.0%
政立路150弄	政立路150弄	上海	杨浦	无	无	1999年建	暂无信息	暂无信息	暂无信息	4户	5栋	0.0	0.0%
美丽华花园（公寓）	虹桥路1720弄9-12号	上海	长宁	元/平	60311	1996年建	暂无信息	暂无信息	暂无信息	427户	5栋	2.39	70.0%
巴黎花园	荣华东道119弄	上海	长宁	元/平	78237	1997年建	暂无信息	暂无信息	暂无信息	360户	13栋	2.1	22.0%
里昂花园	荣华东道59弄,荣华东道60弄	上海	长宁	元/平	57967	1996年建	暂无信息	暂无信息	暂无信息	222户	8栋	1.2	45.0%
长宁馥邦苑	北渔路28弄	上海	长宁	元/平	71356	2008年建	暂无信息	暂无信息	暂无信息	579户	22栋	2.5	35.0%
新泾七村	天山西路450弄,金钟路333弄	上海	长宁	元/平	55956	1995年建	暂无信息	暂无信息	暂无信息	2571户	158栋	1.68	17.0%
中华小区	长顺路21-81号,长顺路95-100号,中华新村94-100号	上海	长宁	元/平	67030	1996年建	暂无信息	暂无信息	暂无信息	984户	41栋	2.1	35.0%
紫竹小区	剑河路404弄,剑河路408弄,剑河路414弄	上海	长宁	元/平	55771	1996年建	暂无信息	暂无信息	暂无信息	1308户	67栋	1.4	15.0%
华松小区	仙霞西路630弄,仙霞西路700弄	上海	长宁	元/平	47846	1995年建	暂无信息	暂无信息	暂无信息	1877户	123栋	0.0	0.0%
绿园一村	淞虹路685弄	上海	长宁	元/平	47600	1998年建	暂无信息	暂无信息	暂无信息	1438户	83栋	1.74	38.0%
佳信都市花园（公寓）	延安西路1030弄20-48号	上海	长宁	元/平	66596	1997年建	暂无信息	暂无信息	暂无信息	428户	16栋	0.7	45.0%
大金更小区	茅台路255弄,茅台路295弄,古北路530弄	上海	长宁	元/平	58658	1997年建	暂无信息	暂无信息	暂无信息	1460户	63栋	3.0	30.0%
虹古大楼	仙霞路620弄	上海	长宁	元/平	49084	1993年建	暂无信息	暂无信息	暂无信息	573户	4栋	3.6	50.0%
纺大小区	安顺路220弄,安顺路240弄1-29号	上海	长宁	元/平	65294	1998年建	暂无信息	暂无信息	暂无信息	833户	35栋	2.5	30.0%
颐德名苑	延安西路1390弄	上海	长宁	元/平	67379	2000年建	暂无信息	暂无信息	暂无信息	188户	7栋	2.3	30.0%
茅台花苑	茅台路500弄2-9号	上海	长宁	元/平	54294	1993年建	暂无信息	暂无信息	暂无信息	1404户	7栋	3.5	20.0%
长虹公寓	仙霞路700弄	上海	长宁	元/平	53307	1994年建	暂无信息	暂无信息	暂无信息	525户	28栋	0.89	15.0%
满庭芳花园（公寓）	虹桥路2489弄	上海	长宁	元/平	73621	2003年建	暂无信息	暂无信息	暂无信息	163户	42栋	0.75	50.0%
延北小区	延安西路2799弄,虹梅路3888弄	上海	长宁	元/平	58636	1993年建	暂无信息	暂无信息	暂无信息	511户	40栋	3.2	25.0%
绿园十一村	福泉路435弄	上海	长宁	元/平	48154	1998年建	暂无信息	暂无信息	暂无信息	911户	78栋	2.8	32.0%
虹桥万博花园	古北路69弄	上海	长宁	元/平	80843	2005年建	暂无信息	暂无信息	暂无信息	1098户	18栋	2.84	52.0%
长宁路1488弄	长宁路1488弄4、16、17、19-27、33-45号	上海	长宁	元/平	58017	1999年建	暂无信息	暂无信息	暂无信息	384户	16栋	3.5	18.0%
南辉小区	宣化路41号,宣化路49号,宣化路57弄,宣化路65号,宣化路73号,宣化路81号,宣化路89号,宣化路97号,宣化路105号,宣化路113弄,宣化路121号,宣化路129号,宣化路137号	上海	长宁	元/平	93096	1996年建	暂无信息	暂无信息	暂无信息	702户	28栋	1.6	30.0%
利星国际广场	延安西路1329弄5-11号	上海	长宁	元/平	74251	2006年建	暂无信息	暂无信息	暂无信息	436户	8栋	0.8	30.0%
王子晶品	镇宁路111号	上海	长宁	元/平	81932	2009年建	暂无信息	暂无信息	暂无信息	107户	3栋	2.8	35.0%
兰庭	湖南路565弄	上海	长宁	元/平	150965	2007年建	暂无信息	暂无信息	暂无信息	68户	9栋	5.3	38.0%
华山花苑	华山路1615号,华山路1635号,淮海中路2006弄6-16号	上海	长宁	元/平	73144	1995年建	暂无信息	暂无信息	暂无信息	1582户	6栋	0.3	25.0%
大家源新城	万航渡路2088弄	上海	长宁	元/平	73142	2002年建	暂无信息	暂无信息	暂无信息	858户	19栋	1.5	40.0%
中山公寓	长宁路1277弄	上海	长宁	元/平	75286	2002年建	暂无信息	暂无信息	暂无信息	917户	21栋	1.5	40.0%
金泉苑（闵行）	虹梅路3329弄	上海	闵行	元/平	60995	2007年建	暂无信息	暂无信息	暂无信息	210户	18栋	2.8	30.0%
西郊华庭	虹桥路1889弄	上海	长宁	元/平	72465	1998年建	暂无信息	暂无信息	暂无信息	332户	86栋	1.3	40.0%
虹纺小区	虹古路369弄,虹古路375号,虹古路377弄,虹古路377弄30支弄,虹古路371号,虹古路367号	上海	长宁	元/平	58950	1988年建	暂无信息	暂无信息	暂无信息	1278户	58栋	2.5	40.0%
虹桥河滨花园	长宁路1898弄	上海	长宁	元/平	75524	2004年建	暂无信息	暂无信息	暂无信息	513户	10栋	3.05	40.0%
翠庭	紫云西路28弄	上海	长宁	元/平	73177	2001年建	暂无信息	暂无信息	暂无信息	285户	11栋	2.91	40.0%
花园大厦	长宁路982号,长宁路988号	上海	长宁	元/平	52029	1996年建	暂无信息	暂无信息	暂无信息	82户	3栋	1.73	30.0%
龙柏山庄	虹桥路2489弄188号	上海	长宁	元/平	59237	1995年建	暂无信息	暂无信息	暂无信息	35户	36栋	0.6	48.0%
宁锦小区	锦屏路71弄1-23号	上海	长宁	元/平	64951	1998年建	暂无信息	暂无信息	暂无信息	319户	15栋	2.8	25.0%
汇川路10弄	汇川路10弄,凯旋路510弄	上海	长宁	元/平	65218	1993年建	暂无信息	暂无信息	暂无信息	90户	5栋	1.2	30.0%
昭化路55弄	昭化路55弄	上海	长宁	元/平	68666	1986年建	暂无信息	暂无信息	暂无信息	153户	9栋	0.0	0.0%
兆丰嘉园	长宁路888弄1-12号	上海	长宁	元/平	85215	2012年建	暂无信息	暂无信息	暂无信息	894户	13栋	4.66	40.0%
武夷路105弄	武夷路105弄	上海	长宁	无	无	1993年建	暂无信息	暂无信息	暂无信息	20户	3栋	0.0	0.0%
虹桥路2294号	虹桥路2294号	上海	长宁	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
新凯家园（二期）	新家园路128弄,新家园路30弄	上海	松江	元/平	30706	2010年建	暂无信息	暂无信息	暂无信息	3848户	230栋	2.2	40.0%
五环大楼	延安西路973号,延安西路983号	上海	长宁	元/平	55932	1993年建	暂无信息	暂无信息	暂无信息	237户	3栋	3.2	15.0%
虹南小区	中山西路1432弄	上海	长宁	元/平	56753	1991年建	暂无信息	暂无信息	暂无信息	815户	49栋	2.6	30.0%
同润明星一号	影佳路123弄76-95号	上海	松江	无	无	2012年建	暂无信息	暂无信息	暂无信息	18户	19栋	0.0	0.0%
东源小区（松江）	石湖新路90弄	上海	松江	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
祥东小区（松江）	车峰路199弄	上海	松江	无	无	2011年建	暂无信息	暂无信息	暂无信息	1974户	193栋	0.0	0.0%
祥峰家园	车峰路158弄	上海	松江	无	无	1900年建	暂无信息	暂无信息	暂无信息	28户	6栋	0.0	0.0%
佘山月湖山庄	林荫新路255弄	上海	松江	元/平	82048	2012年建	暂无信息	暂无信息	暂无信息	137户	125栋	0.19	63.0%
维罗纳贵都	荣乐西路266弄	上海	松江	元/平	30426	2011年建	暂无信息	暂无信息	暂无信息	2283户	106栋	1.7	46.0%
文景苑	文翔路1099弄	上海	松江	元/平	34275	2007年建	暂无信息	暂无信息	暂无信息	927户	36栋	1.6	35.0%
润江花苑	古楼公路656弄	上海	松江	元/平	26207	2011年建	暂无信息	暂无信息	暂无信息	2904户	201栋	1.6	35.0%
华中公寓	荣乐中路120弄	上海	松江	元/平	22970	1997年建	暂无信息	暂无信息	暂无信息	551户	44栋	1.8	30.0%
佘山新天地（公寓）	桃源路178号	上海	松江	元/平	12733	2011年建	暂无信息	暂无信息	暂无信息	216户	8栋	1.8	50.0%
翠鑫苑	千新公路1200弄	上海	松江	元/平	17145	2014年建	暂无信息	暂无信息	暂无信息	1979户	177栋	1.5	30.0%
茗都苑	环山路298弄	上海	松江	元/平	63754	1900年建	暂无信息	暂无信息	暂无信息	6户	6栋	0.0	0.0%
佘苑园	松苑路125弄	上海	松江	元/平	20364	2004年建	暂无信息	暂无信息	暂无信息	14户	15栋	0.0	0.0%
长泰西郊	泗砖南路1500弄	上海	松江	元/平	49260	2011年建	暂无信息	暂无信息	暂无信息	384户	364栋	0.24	60.0%
万科白马花园（北区）（别墅）	明中路1010弄	上海	松江	元/平	37902	2009年建	暂无信息	暂无信息	暂无信息	494户	495栋	1.0	30.0%
万科白马花园（南区）	明中路999弄	上海	松江	元/平	36620	2009年建	暂无信息	暂无信息	暂无信息	1425户	133栋	1.14	35.0%
晶苑	明华路888弄	上海	松江	元/平	40312	2011年建	暂无信息	暂无信息	暂无信息	312户	288栋	0.59	49.0%
绿城兰园	平阳河路555弄	上海	松江	元/平	25805	2015年建	暂无信息	暂无信息	暂无信息	291户	20栋	0.0	0.0%
海欣别墅	长兴路99弄	上海	松江	元/平	31052	2004年建	暂无信息	暂无信息	暂无信息	89户	90栋	0.26	40.0%
弘公馆	月台路611弄	上海	松江	元/平	18889	1900年建	暂无信息	暂无信息	暂无信息	391户	5栋	0.0	0.0%
菜场路208弄	菜场路208弄	上海	松江	无	无	1987年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
大昆苑	新港路285弄	上海	松江	无	无	1900年建	暂无信息	暂无信息	暂无信息	8户	6栋	0.0	0.0%
润和苑（三期）	鼓浪路787弄	上海	松江	元/平	29720	2006年建	暂无信息	暂无信息	暂无信息	319户	18栋	1.1	40.0%
安信湖畔天地坊	江学路558弄	上海	松江	元/平	29771	2005年建	暂无信息	暂无信息	暂无信息	784户	17栋	2.0	35.0%
青春驿站	九新公路33弄	上海	松江	元/平	44291	2007年建	暂无信息	暂无信息	暂无信息	880户	6栋	1.0	40.0%
丽景苑	九新公路28弄	上海	松江	元/平	37341	2007年建	暂无信息	暂无信息	暂无信息	420户	16栋	1.8	46.0%
复地爱伦坡（三期）	顾戴路3459弄	上海	松江	元/平	50126	2010年建	暂无信息	暂无信息	暂无信息	72户	73栋	0.0	0.0%
塘和家园德宁苑	德宁路89弄	上海	松江	元/平	19382	2014年建	暂无信息	暂无信息	暂无信息	1381户	21栋	0.0	0.0%
明月清泉南园	新南街555弄	上海	松江	元/平	25437	2004年建	暂无信息	暂无信息	暂无信息	96户	19栋	1.2	30.0%
世纪花苑（松江）	政府路88号	上海	松江	无	无	2010年建	暂无信息	暂无信息	暂无信息	13户	13栋	0.0	0.0%
叶榭强恕小区	求仁路388弄	上海	松江	无	无	2008年建	暂无信息	暂无信息	暂无信息	10户	10栋	0.0	0.0%
辕门别墅苑	辕门路19弄	上海	松江	无	无	2005年建	暂无信息	暂无信息	暂无信息	2户	3栋	0.0	0.0%
雅阁花园	场东路168弄	上海	松江	元/平	35873	2001年建	暂无信息	暂无信息	暂无信息	592户	593栋	0.4	60.0%
新凯城紫竹苑	泗凯路61弄	上海	松江	元/平	31487	2011年建	暂无信息	暂无信息	暂无信息	696户	16栋	2.2	35.0%
龙祥公寓	莘松路1150弄	上海	松江	元/平	31740	2007年建	暂无信息	暂无信息	暂无信息	570户	20栋	1.96	20.0%
复地翠堤苑（公寓）	文翔路3688弄	上海	松江	元/平	24056	2006年建	暂无信息	暂无信息	暂无信息	128户	4栋	0.9	37.0%
百鸟苑	王家厍路775弄	上海	松江	元/平	18333	2013年建	暂无信息	暂无信息	暂无信息	713户	23栋	0.0	0.0%
美丽星城	沪亭路240弄	上海	松江	元/平	36915	2004年建	暂无信息	暂无信息	暂无信息	1180户	46栋	1.62	42.0%
新上海弄里人家	涞亭南路382弄,九亭大街265弄,九亭大街252弄（原九亭大街118弄）	上海	松江	元/平	36308	2004年建	暂无信息	暂无信息	暂无信息	428户	425栋	0.0	0.0%
星俪苑	莘松路1288弄601-1122号	上海	松江	元/平	28135	2003年建	暂无信息	暂无信息	暂无信息	180户	181栋	1.6	40.0%
墅博汇	莘松路1328弄	上海	松江	元/平	39977	2002年建	暂无信息	暂无信息	暂无信息	49户	50栋	2.0	70.0%
三湘青年	泗宝路88号	上海	松江	元/平	27288	2013年建	暂无信息	暂无信息	暂无信息	197户	2栋	0.0	0.0%
文化路274号	文化路274号	上海	松江	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
金祥坊	吉镇路445弄	上海	嘉定	元/平	44059	1999年建	暂无信息	暂无信息	暂无信息	909户	66栋	2.6	40.0%
清水颐园	裕民路1000弄	上海	嘉定	元/平	30250	2008年建	暂无信息	暂无信息	暂无信息	2067户	125栋	1.3	51.0%
泰宸新苑	金沙江路2788弄	上海	嘉定	元/平	52148	2002年建	暂无信息	暂无信息	暂无信息	908户	81栋	1.6	30.0%
丽景新苑	丰庄路268弄	上海	嘉定	元/平	44974	1999年建	暂无信息	暂无信息	暂无信息	1375户	97栋	1.89	40.0%
丰庄四村	丰庄北路480弄	上海	嘉定	元/平	40589	1996年建	暂无信息	暂无信息	暂无信息	1589户	133栋	2.6	40.0%
邱家湾31弄	邱家湾31弄	上海	松江	元/平	23796	1980年建	暂无信息	暂无信息	暂无信息	185户	7栋	0.0	0.0%
河畔雅苑	人民南路15弄	上海	松江	无	无	2005年建	暂无信息	暂无信息	暂无信息	400户	35栋	0.0	0.0%
德悦路22号23号	德悦路22-23号	上海	松江	无	无	1900年建	暂无信息	暂无信息	暂无信息	324户	2栋	0.0	0.0%
北蓝天	荣乐东路19弄	上海	松江	无	无	2007年建	暂无信息	暂无信息	暂无信息	55户	34栋	0.0	0.0%
叶城五街坊	福海路700弄,裕民路1180弄,裕民路1000弄,裕民路1190弄	上海	嘉定	元/平	23182	2005年建	暂无信息	暂无信息	暂无信息	1057户	93栋	0.0	35.0%
保利海上五月花（别墅）	永靖路899弄	上海	嘉定	元/平	46817	2008年建	暂无信息	暂无信息	暂无信息	310户	311栋	0.0	0.0%
嘉华居（公寓）	平城路388弄,永靖路501弄	上海	嘉定	元/平	29166	2009年建	暂无信息	暂无信息	暂无信息	748户	44栋	0.0	0.0%
桃园公寓（嘉定）	城中路285号,城中路287号	上海	嘉定	元/平	25984	1998年建	暂无信息	暂无信息	暂无信息	464户	3栋	0.0	0.0%
嘉苑新村	嘉戬公路658弄1-70号	上海	嘉定	元/平	22316	2004年建	暂无信息	暂无信息	暂无信息	447户	69栋	2.12	34.0%
嘉苑别墅	嘉戬公路658弄101-139号	上海	嘉定	元/平	46131	2004年建	暂无信息	暂无信息	暂无信息	38户	39栋	0.0	0.0%
东方慧谷	宝安公路2999弄	上海	嘉定	元/平	18589	2013年建	暂无信息	暂无信息	暂无信息	160户	59栋	1.8	35.0%
叶城二街坊	福海路700弄	上海	嘉定	元/平	26093	2001年建	暂无信息	暂无信息	暂无信息	652户	56栋	0.0	0.0%
右岸嘉园	良舍路199弄	上海	嘉定	元/平	29569	2009年建	暂无信息	暂无信息	暂无信息	332户	10栋	1.38	38.0%
华润中央公园（芳礼路99弄）（公寓）	芳礼路99弄	上海	嘉定	元/平	52579	2012年建	暂无信息	暂无信息	暂无信息	560户	13栋	1.31	35.0%
金地格林世界（布鲁斯郡）	芳林路669弄	上海	嘉定	元/平	43481	2008年建	暂无信息	暂无信息	暂无信息	427户	197栋	0.37	60.0%
华谊禄丰苑	澄浏中路1950号	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	2.0	35.0%
瑞凯丽庭	嘉戬公路357弄,茹水路770弄	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	121户	11栋	1.3	35.0%
骏丰嘉天下	沪宜公路139弄,槎溪路833弄,银翔路888弄	上海	嘉定	元/平	22559	2012年建	暂无信息	暂无信息	暂无信息	619户	7栋	1.8	35.0%
复华城市花园紫金里	仓场路55弄	上海	嘉定	元/平	28174	2008年建	暂无信息	暂无信息	暂无信息	362户	64栋	0.0	0.0%
兰郡九里	百安公路2999弄	上海	嘉定	无	无	2015年建	暂无信息	暂无信息	暂无信息	56户	50栋	0.0	0.0%
外钱公路12弄	外钱公路12弄	上海	嘉定	无	无	2002年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
大治路435弄	大治路435弄	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
西街340号	西街340号	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	20户	2栋	0.0	0.0%
华润中央公园（浩翔路99弄）（别墅）	浩翔路99弄	上海	嘉定	元/平	57341	2012年建	暂无信息	暂无信息	暂无信息	54户	55栋	0.0	0.0%
左岸香堤（商住）	德富路1211号近塔秀路口	上海	嘉定	元/平	15979	2014年建	暂无信息	暂无信息	暂无信息	157户	2栋	0.0	0.0%
天居玲珑湾（公寓）	汇旺东路1188弄	上海	嘉定	元/平	26874	2013年建	暂无信息	暂无信息	暂无信息	1490户	31栋	1.4	35.0%
中茂世纪财富广场	汇源路218弄	上海	嘉定	元/平	15169	1900年建	暂无信息	暂无信息	暂无信息	769户	4栋	2.2	30.0%
上隽嘉苑（别墅）	宝翔路998弄	上海	嘉定	元/平	41182	2010年建	暂无信息	暂无信息	暂无信息	152户	153栋	0.0	0.0%
万立城（公寓）	塔山路452弄	上海	嘉定	元/平	25370	1900年建	暂无信息	暂无信息	暂无信息	904户	15栋	3.0	31.0%
绿洲香格丽花园（公寓）	启悦路358弄	上海	嘉定	无	无	2014年建	暂无信息	暂无信息	暂无信息	494户	38栋	1.0	35.0%
小东街51号	小东街51号,小东街95号	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	15户	1栋	0.0	0.0%
岗身苑	祁昌北路135弄	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	5户	5栋	1.96	35.0%
祥源福邸	金通路1788弄	上海	嘉定	元/平	37604	2009年建	暂无信息	暂无信息	暂无信息	824户	60栋	1.9	40.0%
缘圆宝邸	金园一路1359弄	上海	嘉定	元/平	42164	2008年建	暂无信息	暂无信息	暂无信息	1533户	64栋	1.2	35.0%
嘉城桃花岛（公寓）	嘉怡路279弄	上海	嘉定	元/平	39381	2007年建	暂无信息	暂无信息	暂无信息	712户	24栋	1.64	55.0%
金沙嘉苑	金沙江路3188弄	上海	嘉定	元/平	51382	2006年建	暂无信息	暂无信息	暂无信息	612户	34栋	2.18	35.0%
绿地秋霞坊（公寓）	双单路999弄	上海	嘉定	元/平	36737	2012年建	暂无信息	暂无信息	暂无信息	567户	10栋	1.75	35.0%
金地格林世界（白金果岭）	芳林路888弄,栖林路255弄	上海	嘉定	元/平	44533	2008年建	暂无信息	暂无信息	暂无信息	126户	127栋	0.0	0.0%
中星海兰苑	华江支路677弄	上海	嘉定	元/平	36160	2009年建	暂无信息	暂无信息	暂无信息	1988户	90栋	2.5	40.0%
绿地新丰苑	丰庄西路460弄	上海	嘉定	元/平	54778	2009年建	暂无信息	暂无信息	暂无信息	231户	14栋	0.0	0.0%
金沙鼎苑	金耀路555弄	上海	嘉定	元/平	35211	2012年建	暂无信息	暂无信息	暂无信息	1477户	24栋	0.0	0.0%
恒嘉花园	建丰新村七街坊,嘉定区恒嘉花园,曹南路26号	上海	嘉定	元/平	33278	2001年建	暂无信息	暂无信息	暂无信息	1167户	87栋	2.3	35.0%
漪园新村	火车站路121弄,火车站路151弄,火车站路185弄	上海	嘉定	元/平	31821	2004年建	暂无信息	暂无信息	暂无信息	1514户	122栋	0.4	37.0%
绿地清猗园（三期）	德华路79弄	上海	嘉定	元/平	41685	2015年建	暂无信息	暂无信息	暂无信息	835户	17栋	1.8	35.0%
曹安路3916号	曹安路3916号	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
嘉邦小区	嘉行公路41弄,环城路600弄	上海	嘉定	无	无	1998年建	暂无信息	暂无信息	暂无信息	584户	52栋	1.0	1.0%
嘉莲华国际商业广场	曹安路2188号	上海	嘉定	元/平	15024	2005年建	暂无信息	暂无信息	暂无信息	102户	2栋	0.0	0.0%
新城香溢璟庭（一期）	依玛路389弄	上海	嘉定	元/平	36039	2015年建	暂无信息	暂无信息	暂无信息	784户	45栋	0.0	0.0%
湖畔天下（公寓）	瑞林路1280弄	上海	嘉定	元/平	44212	2016年建	暂无信息	暂无信息	暂无信息	829户	20栋	1.56	30.0%
加州花园	华江路777号	上海	嘉定	元/平	55608	2003年建	暂无信息	暂无信息	暂无信息	72户	73栋	0.45	65.0%
汇丰佳苑	丰庄路399弄	上海	嘉定	元/平	47263	2004年建	暂无信息	暂无信息	暂无信息	729户	50栋	1.46	36.0%
东晖花苑	打浦路398弄	上海	黄浦	元/平	78268	2004年建	暂无信息	暂无信息	暂无信息	710户	5栋	4.0	30.0%
阳光里	陆家浜路305弄4-8号	上海	黄浦	元/平	73665	2005年建	暂无信息	暂无信息	暂无信息	309户	6栋	3.5	35.0%
陆家浜路413弄	陆家浜路413弄2-12号（双号）	上海	黄浦	元/平	95477	1978年建	暂无信息	暂无信息	暂无信息	132户	7栋	4.2	15.0%
南园新村	瞿溪路1072弄	上海	黄浦	元/平	70191	1990年建	暂无信息	暂无信息	暂无信息	1150户	35栋	3.35	32.0%
海丽大厦	打浦路88号	上海	黄浦	元/平	26542	1998年建	暂无信息	暂无信息	暂无信息	64户	2栋	0.0	5.0%
药局弄95弄	药局弄95弄	上海	黄浦	元/平	137931	1989年建	暂无信息	暂无信息	暂无信息	75户	7栋	0.0	0.0%
东江阴街211弄	东江阴街211弄	上海	黄浦	元/平	140000	1900年建	暂无信息	暂无信息	暂无信息	1户	10栋	0.0	0.0%
中恒公寓	巡道街99号	上海	黄浦	元/平	78216	1999年建	暂无信息	暂无信息	暂无信息	60户	2栋	3.2	20.0%
秦安路987号	秦安路987号	上海	嘉定	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	0.0	0.0%
滨江名人苑	中华路88弄	上海	黄浦	元/平	87799	2004年建	暂无信息	暂无信息	暂无信息	510户	7栋	1.82	35.0%
凯德茂名公馆	茂名南路9弄	上海	黄浦	元/平	152556	1900年建	暂无信息	暂无信息	暂无信息	272户	8栋	2.99	35.0%
皋兰路25弄	皋兰路25弄	上海	黄浦	元/平	85753	1939年建	暂无信息	暂无信息	暂无信息	14户	6栋	0.0	0.0%
福鑫大楼	白渡路258弄	上海	黄浦	元/平	75071	2002年建	暂无信息	暂无信息	暂无信息	260户	5栋	3.8	30.0%
金鹿大楼	巨鹿路1号,巨鹿路17号	上海	黄浦	元/平	76882	1992年建	暂无信息	暂无信息	暂无信息	377户	3栋	4.1	10.0%
沧海苑	学前街111弄	上海	黄浦	元/平	79031	2000年建	暂无信息	暂无信息	暂无信息	304户	5栋	3.0	30.0%
大同花园北区	鲁班路88弄（三期）	上海	黄浦	元/平	84461	2003年建	暂无信息	暂无信息	暂无信息	412户	5栋	3.5	35.0%
瑞雪大楼	陕西南路271弄45-49号	上海	黄浦	元/平	86211	1991年建	暂无信息	暂无信息	暂无信息	564户	4栋	3.0	15.0%
渔阳里	老重庆中路64弄,淮海中路567弄	上海	黄浦	元/平	89903	1986年建	暂无信息	暂无信息	暂无信息	38户	60栋	0.0	0.0%
建国西路158弄	建国西路158弄	上海	黄浦	元/平	78839	1987年建	暂无信息	暂无信息	暂无信息	80户	4栋	1.8	30.0%
百花公寓	保屯路36弄1-8号,保屯路38号,斜土东路158弄1-5号	上海	黄浦	元/平	71060	2001年建	暂无信息	暂无信息	暂无信息	599户	15栋	4.12	35.0%
河畔明珠	南苏州路877弄	上海	黄浦	元/平	82635	2002年建	暂无信息	暂无信息	暂无信息	142户	6栋	5.0	40.0%
云中小区	贵州路131弄	上海	黄浦	元/平	157631	1900年建	暂无信息	暂无信息	暂无信息	7户	5栋	2.0	35.0%
瞿二小区	西藏南路1341弄,西藏南路1351号,西藏南路1353号,西藏南路1371弄,西藏南路1375号,西藏南路1381号,西藏南路1383弄	上海	黄浦	元/平	66933	1997年建	暂无信息	暂无信息	暂无信息	524户	29栋	2.3	35.0%
永惠大厦	西藏南路779号,西藏南路765号	上海	黄浦	元/平	45747	2000年建	暂无信息	暂无信息	暂无信息	190户	3栋	4.2	15.0%
富南大厦	陆家浜路976号	上海	黄浦	元/平	43390	1999年建	暂无信息	暂无信息	暂无信息	176户	2栋	24.4	15.0%
白玉兰家园	西藏南路1717弄	上海	黄浦	元/平	83670	2001年建	暂无信息	暂无信息	暂无信息	402户	11栋	3.8	35.0%
独立时代	陆家浜路456号	上海	黄浦	元/平	47447	2005年建	暂无信息	暂无信息	暂无信息	341户	2栋	0.0	15.0%
瞿四小区	中山南一路247弄,瞿溪路564号,制造局路749弄,瞿溪路556号	上海	黄浦	元/平	84357	1999年建	暂无信息	暂无信息	暂无信息	753户	30栋	1.8	30.0%
大林路43弄	大林路43弄	上海	黄浦	元/平	66568	1992年建	暂无信息	暂无信息	暂无信息	163户	7栋	1.0	6.0%
桥一小区	局门路434弄	上海	黄浦	元/平	74427	1989年建	暂无信息	暂无信息	暂无信息	585户	19栋	1.9	25.0%
卢湾都市花园	鲁班路509弄	上海	黄浦	元/平	83392	2004年建	暂无信息	暂无信息	暂无信息	789户	14栋	2.9	52.0%
丽丽小区	斜土路195弄1-12号	上海	黄浦	元/平	76766	1988年建	暂无信息	暂无信息	暂无信息	308户	13栋	4.2	30.0%
华盛大公馆	北京西路355弄	上海	黄浦	元/平	83474	2005年建	暂无信息	暂无信息	暂无信息	218户	3栋	4.3	40.0%
振兴大楼	重庆北路235号	上海	黄浦	元/平	91643	1984年建	暂无信息	暂无信息	暂无信息	208户	2栋	3.6	30.0%
