name	address	city	area	averagePriceUnit	averagePrice	buildingTime	propertyFee	propertyCompany	developerName	roomAmount	buildingAmount	volumeRate	greeningRate
景东路8号	景东路8号	上海	闵行	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
金都路1500弄	金都路1500弄	上海	闵行	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
申北路403号	申北路403号	上海	闵行	无	无	2000年建	暂无信息	暂无信息	暂无信息	11户	3栋	0.0	0.0%
申北路261号	申北路261号	上海	闵行	无	无	1900年建	暂无信息	暂无信息	暂无信息	12户	2栋	0.0	0.0%
磊滨路93弄	磊滨路93弄	上海	闵行	无	无	1996年建	暂无信息	暂无信息	暂无信息	22户	2栋	0.0	0.0%
磊滨路97号	磊滨路97号	上海	闵行	无	无	1996年建	暂无信息	暂无信息	暂无信息	20户	2栋	0.0	0.0%
万科广场（公寓）	水城南路17号（南楼）	上海	长宁	元/平	56061	1994年建	暂无信息	暂无信息	暂无信息	58户	2栋	3.6	20.0%
申北路345号	申北路345号	上海	闵行	无	无	1999年建	暂无信息	暂无信息	暂无信息	10户	2栋	0.0	0.0%
北松路55号	北松路55号	上海	闵行	无	无	1983年建	暂无信息	暂无信息	暂无信息	9户	2栋	0.0	0.0%
颛建路203弄	颛建路203弄	上海	闵行	无	无	1994年建	暂无信息	暂无信息	暂无信息	218户	12栋	0.0	0.0%
颛建路87号	颛建路87号	上海	闵行	无	无	1981年建	暂无信息	暂无信息	暂无信息	8户	2栋	0.0	0.0%
曹建路220弄	曹建路220弄	上海	闵行	无	无	1994年建	暂无信息	暂无信息	暂无信息	80户	9栋	0.0	0.0%
新建路59号	新建路59号	上海	闵行	无	无	1995年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
吴泾一村	吴泾一村	上海	闵行	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
浦江颐城（公寓）	浦泉路399弄（一期）,浦泉路251弄（二期）,浦晓路298弄（三期）	上海	闵行	元/平	56693	2014年建	暂无信息	暂无信息	暂无信息	1854户	142栋	0.85	35.0%
保利茉莉公馆（别墅）	浦秀路1536弄（一期）,浦秀路1535弄（二期）,北江桐路536弄（三期）	上海	闵行	元/平	57649	2015年建	暂无信息	暂无信息	暂无信息	72户	218栋	0.67	35.0%
汇颂南苑	浦连路789弄	上海	闵行	元/平	34618	2008年建	暂无信息	暂无信息	暂无信息	744户	34栋	1.8	25.0%
世博家园十一街坊	浦驰路188弄	上海	闵行	元/平	41931	2006年建	暂无信息	暂无信息	暂无信息	1403户	99栋	1.3	30.0%
虹浦新城	浦涛路505弄,浦涛路510弄	上海	闵行	元/平	35090	2008年建	暂无信息	暂无信息	暂无信息	2134户	58栋	1.92	30.0%
新浦江城（江栀路350弄）	江栀路350弄（三期）	上海	闵行	元/平	50968	2010年建	暂无信息	暂无信息	暂无信息	612户	121栋	0.72	40.0%
谈中路184弄	谈中路184弄	上海	闵行	元/平	27771	1990年建	暂无信息	暂无信息	暂无信息	106户	10栋	0.0	0.0%
鹤坡路84弄	鹤坡路84弄	上海	闵行	元/平	27949	1994年建	暂无信息	暂无信息	暂无信息	136户	14栋	0.0	0.0%
世博家园七街坊	南江燕路69弄	上海	闵行	元/平	40660	2006年建	暂无信息	暂无信息	暂无信息	1174户	81栋	1.75	35.0%
一品漫城（一期）（别墅）	浦星公路568弄47-145号	上海	闵行	元/平	54999	2011年建	暂无信息	暂无信息	暂无信息	89户	90栋	0.0	0.0%
南大路8弄	南大路8弄	上海	宝山	无	无	1995年建	暂无信息	暂无信息	暂无信息	122户	12栋	0.0	0.0%
浦江世博家园五街坊	北江燕路228弄	上海	闵行	元/平	44100	2005年建	暂无信息	暂无信息	暂无信息	840户	82栋	1.4	30.0%
美好家小区	场中路3658弄	上海	闸北	元/平	42659	2002年建	暂无信息	暂无信息	暂无信息	468户	43栋	1.5	26.0%
南大路76弄	南大路76弄	上海	宝山	元/平	37095	1992年建	暂无信息	暂无信息	暂无信息	144户	7栋	0.0	0.0%
闵浦新苑五村	江玮路450弄	上海	闵行	无	无	2012年建	暂无信息	暂无信息	暂无信息	864户	44栋	0.0	0.0%
闵浦一村	江玮路100弄	上海	闵行	无	无	2012年建	暂无信息	暂无信息	暂无信息	911户	55栋	0.0	0.0%
青年路233号	青年路233号	上海	闵行	无	无	1900年建	暂无信息	暂无信息	暂无信息	4户	2栋	1.9	5.0%
南大路16弄	南大路16弄	上海	宝山	无	无	1979年建	暂无信息	暂无信息	暂无信息	65户	5栋	0.0	0.0%
古北菊翔苑（菊联路232弄）	菊联路232弄	上海	宝山	元/平	40791	2008年建	暂无信息	暂无信息	暂无信息	801户	37栋	1.4	37.0%
圣卡洛铂庭	沙浦路518弄	上海	宝山	元/平	33738	2007年建	暂无信息	暂无信息	暂无信息	886户	161栋	1.3	45.0%
复星花园（行知路635弄）	行知路635弄	上海	宝山	元/平	48474	1998年建	暂无信息	暂无信息	暂无信息	380户	33栋	1.1	40.0%
丽景花园	水产西路777号	上海	宝山	元/平	37391	2007年建	暂无信息	暂无信息	暂无信息	404户	15栋	1.5	51.0%
绿地即客LOFT	沪太路2899弄	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	63户	1栋	1.5	20.0%
南大路511弄	南大路511弄	上海	宝山	无	无	1988年建	暂无信息	暂无信息	暂无信息	104户	9栋	0.0	0.0%
馨佳园（韶山路419弄）	韶山路419弄	上海	宝山	元/平	37082	2009年建	暂无信息	暂无信息	暂无信息	966户	39栋	2.3	40.0%
馨佳园（菊泉街1280弄）	菊泉街1280弄	上海	宝山	元/平	38476	2010年建	暂无信息	暂无信息	暂无信息	1275户	31栋	1.48	35.0%
新顾村大家园A区	顾北东路501弄	上海	宝山	元/平	38258	2006年建	暂无信息	暂无信息	暂无信息	1610户	114栋	2.0	38.0%
菊泉小区	菊太路258弄,菊太路300弄,菊泉街400弄	上海	宝山	元/平	33026	2004年建	暂无信息	暂无信息	暂无信息	372户	32栋	2.0	49.0%
泊仕郡	电台路318弄	上海	宝山	元/平	38407	2010年建	暂无信息	暂无信息	暂无信息	186户	187栋	0.67	45.0%
融创紫荆公馆	共富路富长路南南100米共宝路联汇路	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
顾村镇街3号	顾村镇街3号	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	12户	1栋	0.0	0.0%
共和一村	宝山阳泉路18弄	上海	宝山	元/平	41760	1995年建	暂无信息	暂无信息	暂无信息	1115户	71栋	1.3	25.0%
共和五村	共康东路29号	上海	宝山	元/平	40165	2003年建	暂无信息	暂无信息	暂无信息	714户	32栋	1.8	34.0%
新顾村大家园D区	顾北东路188弄	上海	宝山	无	无	2015年建	暂无信息	暂无信息	暂无信息	1258户	84栋	2.0	40.0%
紫逸佳苑	三门路649弄	上海	宝山	元/平	53359	2006年建	暂无信息	暂无信息	暂无信息	117户	3栋	0.0	0.0%
泰和西路5237弄	泰和西路5237弄	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	3栋	0.0	0.0%
国权北路413弄	国权北路413弄	上海	杨浦	元/平	47459	1998年建	暂无信息	暂无信息	暂无信息	92户	9栋	0.2	47.0%
三门路555弄	三门路555弄	上海	宝山	元/平	54644	1995年建	暂无信息	暂无信息	暂无信息	99户	14栋	0.0	0.0%
殷高路7弄	殷高路7弄	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	193户	8栋	0.0	0.0%
南长路111弄	南长路111弄	上海	宝山	元/平	31848	2005年建	暂无信息	暂无信息	暂无信息	482户	43栋	2.4	28.0%
宏裕苑	呼兰路933弄	上海	宝山	元/平	39318	2005年建	暂无信息	暂无信息	暂无信息	12户	6栋	1.8	39.0%
祁南一村	祁南一村	上海	宝山	元/平	24593	1994年建	暂无信息	暂无信息	暂无信息	369户	25栋	1.8	30.0%
长江南路74号	长江南路74号	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	10户	1栋	0.0	0.0%
场中路3117弄	场中路3117弄	上海	宝山	无	无	1998年建	暂无信息	暂无信息	暂无信息	203户	15栋	2.0	20.0%
凯旋丽都	共泉路8号	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
罗升路222弄	罗升路222弄	上海	宝山	元/平	22890	1994年建	暂无信息	暂无信息	暂无信息	32户	3栋	0.0	0.0%
佳境苑	美丹路1033弄	上海	宝山	无	无	2015年建	暂无信息	暂无信息	暂无信息	2382户	28栋	0.0	0.0%
罗盛苑	塘西街398弄	上海	宝山	元/平	24017	2011年建	暂无信息	暂无信息	暂无信息	568户	51栋	1.2	35.0%
罗太路449弄	罗太路449弄	上海	宝山	元/平	19654	1996年建	暂无信息	暂无信息	暂无信息	41户	6栋	1.2	20.0%
美罗家园宝欣苑五村	天家路200弄	上海	宝山	无	无	2015年建	暂无信息	暂无信息	暂无信息	59户	5栋	0.0	0.0%
联杨路3500弄	联杨路3500弄	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
塘西街397弄	塘西街397弄	上海	宝山	元/平	21880	2014年建	暂无信息	暂无信息	暂无信息	556户	49栋	0.0	0.0%
大华兰湖天境	罗迎路505弄	上海	宝山	无	无	2016年建	暂无信息	暂无信息	暂无信息	190户	168栋	1.2	20.0%
罗南富丽苑	富南路19号,沪太路6525号	上海	宝山	无	无	2006年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
市一路256弄	市一路256弄	上海	宝山	无	无	1997年建	暂无信息	暂无信息	暂无信息	38户	8栋	0.0	0.0%
市二路70弄	市二路70弄	上海	宝山	无	无	1995年建	暂无信息	暂无信息	暂无信息	20户	3栋	0.0	0.0%
宝钢七村	盘古路299弄	上海	宝山	元/平	42744	1978年建	暂无信息	暂无信息	暂无信息	938户	54栋	1.2	24.0%
双城路2弄	双城路2弄	上海	宝山	元/平	38235	1999年建	暂无信息	暂无信息	暂无信息	198户	23栋	1.1	20.0%
宝华北岸郡墅	塔源路300弄	上海	宝山	元/平	24284	2015年建	暂无信息	暂无信息	暂无信息	232户	231栋	2.5	35.6%
牡丹锦苑	宝林路377弄	上海	宝山	元/平	47838	2001年建	暂无信息	暂无信息	暂无信息	224户	8栋	1.4	35.0%
宝林路50弄	宝林路50弄	上海	宝山	元/平	36558	1997年建	暂无信息	暂无信息	暂无信息	250户	25栋	0.0	0.0%
临江三村	东林路538弄,东河沿路50弄,临江三村	上海	宝山	元/平	42148	2000年建	暂无信息	暂无信息	暂无信息	1674户	120栋	2.5	25.0%
宝钢八村	宝钢八村	上海	宝山	元/平	39182	1992年建	暂无信息	暂无信息	暂无信息	1735户	92栋	1.5	30.0%
海滨二村（宝山）	海滨二村	上海	宝山	元/平	35158	1997年建	暂无信息	暂无信息	暂无信息	2722户	127栋	1.0	1.0%
海滨三村	水产路992弄	上海	宝山	元/平	37881	1986年建	暂无信息	暂无信息	暂无信息	1819户	92栋	1.2	20.0%
宝山九村	宝山九村	上海	宝山	元/平	42362	1998年建	暂无信息	暂无信息	暂无信息	970户	83栋	1.4	28.0%
祥瑞公寓	友谊路197弄	上海	宝山	元/平	48639	2006年建	暂无信息	暂无信息	暂无信息	84户	2栋	1.59	36.0%
宝林九村	宝林支路28号	上海	宝山	元/平	34325	1994年建	暂无信息	暂无信息	暂无信息	1266户	48栋	1.2	23.0%
海淞苑	淞宝路258弄	上海	宝山	元/平	53020	2009年建	暂无信息	暂无信息	暂无信息	294户	9栋	1.6	36.0%
宝林春天苑	淞滨路810弄	上海	宝山	元/平	44622	2006年建	暂无信息	暂无信息	暂无信息	342户	23栋	2.5	35.0%
临江四村	东林路518弄	上海	宝山	元/平	42796	2000年建	暂无信息	暂无信息	暂无信息	512户	44栋	3.0	39.0%
淞滨路77弄	淞滨路77弄	上海	宝山	元/平	36483	1986年建	暂无信息	暂无信息	暂无信息	300户	17栋	0.16	25.0%
淞兴路305弄	淞兴路305弄	上海	宝山	元/平	35270	1998年建	暂无信息	暂无信息	暂无信息	70户	9栋	0.0	0.0%
盘古路226号	盘古路226号	上海	宝山	元/平	39703	1995年建	暂无信息	暂无信息	暂无信息	24户	2栋	0.0	0.0%
密山路7号	密山路7号	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	12户	1栋	0.0	0.0%
枫桥湾名邸	长江南路245弄	上海	宝山	元/平	52244	2003年建	暂无信息	暂无信息	暂无信息	312户	27栋	1.25	36.0%
淞滨路141弄	淞滨路141弄	上海	宝山	元/平	32590	1994年建	暂无信息	暂无信息	暂无信息	121户	5栋	0.0	0.0%
盘古路218号	盘古路218号	上海	宝山	无	无	1995年建	暂无信息	暂无信息	暂无信息	24户	2栋	0.0	0.0%
新逸仙公寓	逸仙路3458弄	上海	宝山	元/平	40682	2002年建	暂无信息	暂无信息	暂无信息	579户	46栋	1.5	35.0%
长江路56号	长江路56号	上海	宝山	无	无	1984年建	暂无信息	暂无信息	暂无信息	25户	2栋	0.0	0.0%
长江路30弄	长江路30弄	上海	宝山	元/平	32753	1994年建	暂无信息	暂无信息	暂无信息	156户	9栋	0.0	0.0%
淞宏苑	长江路860弄28-44号	上海	宝山	元/平	41287	2002年建	暂无信息	暂无信息	暂无信息	168户	16栋	1.41	40.0%
逸隆广场	长逸路180号	上海	宝山	元/平	30612	2013年建	暂无信息	暂无信息	暂无信息	74户	2栋	0.0	0.0%
蜗牛之家	长江南路932号,长江南路934号,长江南路936号,长江南路938号,长江南路940号	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	42户	4栋	0.0	0.0%
淞南新村	淞南新村	上海	宝山	无	无	1984年建	暂无信息	暂无信息	暂无信息	523户	27栋	2.2	35.0%
爱迪苑	虎林路82弄	上海	宝山	元/平	49039	2011年建	暂无信息	暂无信息	暂无信息	21户	11栋	0.0	0.0%
新月丽苑	绥化路201弄	上海	宝山	元/平	26471	2004年建	暂无信息	暂无信息	暂无信息	550户	47栋	1.3	40.0%
春雷路250弄	春雷路250弄	上海	宝山	元/平	29641	1996年建	暂无信息	暂无信息	暂无信息	168户	15栋	1.6	25.0%
杨泰苑	杨桃路185弄,宝杨路2021弄	上海	宝山	元/平	28219	2001年建	暂无信息	暂无信息	暂无信息	743户	57栋	1.3	30.0%
宝杨路2468弄	宝杨路2468弄	上海	宝山	元/平	32350	1994年建	暂无信息	暂无信息	暂无信息	144户	7栋	1.25	27.0%
宝杨路3188弄	宝杨路3188弄	上海	宝山	元/平	32556	1994年建	暂无信息	暂无信息	暂无信息	114户	8栋	1.0	48.0%
荣域别墅	蕰川路1600号	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	11户	11栋	0.0	0.0%
丽都广场	友谊路2758号	上海	宝山	无	无	2006年建	暂无信息	暂无信息	暂无信息	58户	2栋	0.0	0.0%
远洋悦庭	绿龙路1号	上海	宝山	无	无	2015年建	暂无信息	暂无信息	暂无信息	544户	18栋	0.0	0.0%
月罗路300弄	月罗路300弄	上海	宝山	元/平	18770	1993年建	暂无信息	暂无信息	暂无信息	192户	17栋	0.0	0.0%
惠阳苑	德都路339弄,德都路399弄	上海	宝山	元/平	25158	2004年建	暂无信息	暂无信息	暂无信息	354户	32栋	1.3	40.0%
盛桥三村	古莲路115弄	上海	宝山	元/平	18853	1999年建	暂无信息	暂无信息	暂无信息	1317户	95栋	4.3	29.0%
中冶锦园	月富路88弄	上海	宝山	元/平	28014	1900年建	暂无信息	暂无信息	暂无信息	937户	37栋	0.0	0.0%
新月明月园	鹤林路58弄1-91号	上海	宝山	元/平	18157	2007年建	暂无信息	暂无信息	暂无信息	1023户	87栋	2.5	35.0%
春雷路431弄	春雷路431弄	上海	宝山	元/平	30465	1994年建	暂无信息	暂无信息	暂无信息	660户	57栋	0.0	0.0%
月浦四村	月浦四村	上海	宝山	元/平	29276	2000年建	暂无信息	暂无信息	暂无信息	877户	43栋	0.0	0.0%
鹤林路250弄	鹤林路250弄	上海	宝山	无	无	2000年建	暂无信息	暂无信息	暂无信息	84户	8栋	0.0	0.0%
呼兰路1017弄	呼兰路1017弄	上海	宝山	无	无	2003年建	暂无信息	暂无信息	暂无信息	3户	3栋	0.0	0.0%
共和八村	共和八村1-74号	上海	宝山	元/平	40024	1995年建	暂无信息	暂无信息	暂无信息	680户	61栋	1.2	20.0%
共和新路4605弄	共和新路4605弄	上海	闸北	元/平	44483	1994年建	暂无信息	暂无信息	暂无信息	390户	4栋	2.0	20.0%
共和二村	共和二村	上海	宝山	元/平	39769	2001年建	暂无信息	暂无信息	暂无信息	984户	74栋	1.2	25.0%
新普盛公寓	共江路112号	上海	宝山	无	无	2015年建	暂无信息	暂无信息	暂无信息	15户	8栋	0.0	0.0%
岭南家园	共和四村27-48号	上海	宝山	元/平	40661	1996年建	暂无信息	暂无信息	暂无信息	312户	22栋	1.2	48.0%
长江西路1240号	长江西路1240号	上海	宝山	无	无	1900年建	暂无信息	暂无信息	暂无信息	12户	2栋	0.0	0.0%
虎林路435弄	虎林路435弄	上海	宝山	无	无	1990年建	暂无信息	暂无信息	暂无信息	168户	15栋	2.0	30.0%
明佳公寓	桂林路565号	上海	徐汇	元/平	41710	1997年建	暂无信息	暂无信息	暂无信息	195户	2栋	3.5	30.0%
桂林新苑	钦州北路492弄1-4号	上海	徐汇	元/平	67837	2004年建	暂无信息	暂无信息	暂无信息	288户	5栋	2.0	35.0%
南站阳光小区	老沪闵路605弄	上海	徐汇	元/平	46776	1995年建	暂无信息	暂无信息	暂无信息	322户	19栋	1.3	30.0%
翡翠别墅（徐汇）	虹梅南路126弄1-38号	上海	徐汇	元/平	57588	1993年建	暂无信息	暂无信息	暂无信息	38户	38栋	0.0	0.0%
万象园	虹漕南路杨家桥61-99号	上海	徐汇	元/平	68538	1999年建	暂无信息	暂无信息	暂无信息	442户	38栋	2.7	35.0%
虹梅路680弄	虹梅路680弄	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
锦隆苑	梅陇路256弄	上海	徐汇	无	无	2000年建	暂无信息	暂无信息	暂无信息	72户	7栋	65.0	35.0%
田林五村	田林五村	上海	徐汇	元/平	90444	1987年建	暂无信息	暂无信息	暂无信息	342户	15栋	1.8	35.0%
巴洛克宫廷	建国西路585号	上海	徐汇	元/平	92572	1999年建	暂无信息	暂无信息	暂无信息	61户	2栋	3.6	35.0%
皇家公寓（公寓）	长乐路888号	上海	静安	元/平	84474	1995年建	暂无信息	暂无信息	暂无信息	54户	2栋	1.0	70.0%
乌鲁木齐南路63弄	乌鲁木齐南路63弄	上海	徐汇	元/平	147121	1940年建	暂无信息	暂无信息	暂无信息	8户	9栋	1.0	37.0%
南昌路585弄	南昌路585弄	上海	徐汇	元/平	116279	1985年建	暂无信息	暂无信息	暂无信息	21户	38栋	0.0	0.0%
滨江108（别墅）	望月路900弄	上海	徐汇	无	无	2012年建	暂无信息	暂无信息	暂无信息	74户	75栋	0.7	45.0%
龙腾大道480号	龙腾大道480号	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
天等路214弄	天等路214弄	上海	徐汇	无	无	1997年建	暂无信息	暂无信息	暂无信息	45户	5栋	1.6	35.0%
梅陇公寓	梅陇路396号	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
睿园	乌鲁木齐南路288号（北楼）,乌鲁木齐南路298号（南楼）	上海	徐汇	元/平	68133	1997年建	暂无信息	暂无信息	暂无信息	65户	3栋	1.98	35.0%
华龙公寓（徐汇）	高安路47弄2号	上海	徐汇	元/平	103135	1993年建	暂无信息	暂无信息	暂无信息	215户	2栋	2.3	40.0%
武康路368号	武康路368号	上海	徐汇	元/平	306905	1945年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
汇益花园东区	高邮路16弄	上海	徐汇	元/平	130000	1993年建	暂无信息	暂无信息	暂无信息	2户	8栋	0.0	0.0%
复兴西路49弄	复兴西路49弄	上海	徐汇	元/平	136874	1950年建	暂无信息	暂无信息	暂无信息	16户	11栋	1.2	25.0%
永嘉路525号	永嘉路525号	上海	徐汇	元/平	93484	1900年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
长乐路672弄	长乐路672弄	上海	静安	元/平	130587	1991年建	暂无信息	暂无信息	暂无信息	63户	35栋	1.8	40.0%
华亭路93弄	华亭路93弄	上海	徐汇	元/平	72674	1940年建	暂无信息	暂无信息	暂无信息	20户	10栋	2.4	35.0%
长乐路690号	长乐路690号	上海	静安	元/平	84084	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
康平路21号	康平路21号	上海	徐汇	元/平	84070	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
延庆路18弄	延庆路18弄	上海	徐汇	元/平	123733	1940年建	暂无信息	暂无信息	暂无信息	14户	12栋	1.8	30.0%
华尔登广场	长乐路801号	上海	徐汇	元/平	44588	1996年建	暂无信息	暂无信息	暂无信息	81户	3栋	3.0	49.0%
武康路272号	武康路272号	上海	徐汇	元/平	128205	1933年建	暂无信息	暂无信息	暂无信息	8户	2栋	0.0	0.0%
淮海大楼	淮海中路1326号（旧）,淮海中路1312号	上海	徐汇	元/平	93585	1949年建	暂无信息	暂无信息	暂无信息	83户	3栋	1.61	20.0%
华港小区	长乐路681号,长乐路685号,长乐路687弄	上海	徐汇	元/平	118066	1977年建	暂无信息	暂无信息	暂无信息	70户	6栋	3.5	30.0%
良友公寓	复兴西路91号,复兴西路93号	上海	徐汇	元/平	90127	1948年建	暂无信息	暂无信息	暂无信息	25户	3栋	1.8	30.0%
大华新村	五原路212弄	上海	徐汇	元/平	100984	1948年建	暂无信息	暂无信息	暂无信息	55户	26栋	0.0	0.0%
高安路69弄	高安路69弄	上海	徐汇	元/平	138681	1940年建	暂无信息	暂无信息	暂无信息	12户	9栋	3.0	25.0%
高安路102号	高安路102号	上海	徐汇	元/平	134962	1900年建	暂无信息	暂无信息	暂无信息	6户	2栋	0.0	0.0%
集雅公寓	衡山路311号,衡山路321号,衡山路331号	上海	徐汇	元/平	92624	1936年建	暂无信息	暂无信息	暂无信息	71户	4栋	1.9	30.0%
紫谷公寓	建国西路617弄1-4号	上海	徐汇	元/平	72310	1996年建	暂无信息	暂无信息	暂无信息	39户	5栋	1.2	30.0%
建国西路613弄	建国西路613弄	上海	徐汇	元/平	107377	1982年建	暂无信息	暂无信息	暂无信息	70户	4栋	2.5	30.0%
长乐路637弄	长乐路637弄	上海	徐汇	元/平	140975	1993年建	暂无信息	暂无信息	暂无信息	44户	25栋	2.3	30.0%
五原路228弄	五原路228弄	上海	徐汇	元/平	119330	1984年建	暂无信息	暂无信息	暂无信息	16户	11栋	1.6	35.0%
大福里	延庆路29弄	上海	徐汇	元/平	162000	1983年建	暂无信息	暂无信息	暂无信息	31户	22栋	0.0	0.0%
吴兴路26号	吴兴路26号	上海	徐汇	元/平	98971	1981年建	暂无信息	暂无信息	暂无信息	16户	2栋	0.0	0.0%
永福路121号	永福路121号	上海	徐汇	元/平	340669	1930年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
复兴中路1286号	复兴中路1286号	上海	徐汇	元/平	93877	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
复兴西路10弄	复兴西路10弄	上海	徐汇	元/平	178947	1930年建	暂无信息	暂无信息	暂无信息	6户	10栋	0.0	0.0%
五原路201号	五原路201号	上海	徐汇	元/平	168918	1991年建	暂无信息	暂无信息	暂无信息	13户	2栋	0.0	0.0%
乾汇别墅	建国西路566号	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	6户	7栋	0.0	35.0%
亚伦大厦	长乐路1035号	上海	徐汇	无	无	1986年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
襄阳南路475号	襄阳南路475号	上海	徐汇	元/平	98684	1985年建	暂无信息	暂无信息	暂无信息	7户	2栋	1.5	35.0%
建国西路233弄	建国西路233弄	上海	徐汇	元/平	117101	1979年建	暂无信息	暂无信息	暂无信息	40户	3栋	1.8	35.0%
福德坊	建国西路336弄	上海	徐汇	元/平	107825	1992年建	暂无信息	暂无信息	暂无信息	17户	20栋	0.0	0.0%
长乐路411号	长乐路411号	上海	徐汇	元/平	68783	1900年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
延庆路114号	延庆路114号	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
延庆路66号	延庆路66号	上海	徐汇	无	无	1950年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
云福大厦	肇嘉浜路269弄	上海	徐汇	元/平	71619	1999年建	暂无信息	暂无信息	暂无信息	366户	3栋	1.2	25.0%
建国西路212号	建国西路212号	上海	徐汇	元/平	110110	1980年建	暂无信息	暂无信息	暂无信息	39户	3栋	2.0	48.0%
建国西路400号	建国西路400号	上海	徐汇	元/平	250000	1930年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
永嘉路485弄	永嘉路485弄	上海	徐汇	元/平	106722	1985年建	暂无信息	暂无信息	暂无信息	24户	28栋	1.0	45.0%
永康路121号	永康路121号	上海	徐汇	元/平	128413	1922年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
复兴中路1317弄	复兴中路1317弄	上海	徐汇	元/平	130248	1935年建	暂无信息	暂无信息	暂无信息	8户	2栋	0.0	0.0%
襄阳南路311号	襄阳南路311号	上海	徐汇	元/平	147619	1900年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
永康路142弄	永康路142弄	上海	徐汇	元/平	86486	1997年建	暂无信息	暂无信息	暂无信息	81户	59栋	1.7	30.0%
太原路305弄	太原路305弄	上海	徐汇	元/平	171428	1900年建	暂无信息	暂无信息	暂无信息	4户	5栋	0.0	0.0%
襄阳南路312号	襄阳南路312号	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
陕西南路588号	陕西南路588号	上海	徐汇	无	无	1930年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
太原路231号	太原路231号	上海	徐汇	无	无	1930年建	暂无信息	暂无信息	暂无信息	3户	2栋	0.0	0.0%
太原路258号	太原路258号	上海	徐汇	无	无	1990年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
永嘉路231弄	永嘉路231弄	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	4户	13栋	2.0	22.0%
建国西路341弄	建国西路341弄1-3号	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	4栋	0.0	0.0%
襄阳南路353号	襄阳南路353号	上海	徐汇	无	无	1900年建	暂无信息	暂无信息	暂无信息	2户	2栋	0.0	0.0%
新兴顺里	嘉善路117弄	上海	徐汇	无	无	1994年建	暂无信息	暂无信息	暂无信息	27户	26栋	0.0	0.0%
樱花园（徐汇）	桂平支路20弄（东樱花园）,桂平支路35弄（西樱花园）	上海	徐汇	元/平	53831	1993年建	暂无信息	暂无信息	暂无信息	1379户	74栋	1.6	30.0%
花苑村桂花园	江安路58弄	上海	徐汇	元/平	55866	1994年建	暂无信息	暂无信息	暂无信息	728户	54栋	1.6	25.0%
徐汇公寓	沪闵路9260弄1-5号	上海	徐汇	元/平	65362	2004年建	暂无信息	暂无信息	暂无信息	263户	6栋	2.8	40.0%
康健路120弄	康健路120弄	上海	徐汇	元/平	69913	1987年建	暂无信息	暂无信息	暂无信息	473户	21栋	2.6	31.0%
